trip_id,user_id_trip,bic_id_trip,start_time,end_time,start_STATION_id,end_STATION_id,trip_amount
7000043,1000333,5000332,2021/02/12 03:46:47,2021/02/12 04:00:47,4000082,4000078,1.4000000000000001
7000044,1000924,5000452,2021/01/22 05:58:43,2021/01/22 06:21:43,4000074,4000023,2.3000000000000003
7000045,1000198,5000576,2021/02/05 05:02:51,2021/02/05 05:12:51,4000052,4000030,1.0
7000046,1000314,5000031,2021/01/23 05:14:59,2021/01/23 05:34:59,4000060,4000030,2.0
7000047,1000555,5000243,2021/02/17 14:40:50,2021/02/17 15:07:50,4000038,4000001,2.7
7000048,1000588,5000891,2021/02/04 05:31:52,2021/02/04 06:00:52,4000044,4000047,2.9000000000000004
7000049,1000036,5000448,2021/02/14 02:34:33,2021/02/14 02:57:33,4000021,4000075,2.3000000000000003
7000050,1000302,5000785,2021/02/03 19:40:39,2021/02/03 19:51:39,4000032,4000008,1.1
7000051,1000802,5000335,2020/12/19 18:12:07,2020/12/19 18:31:07,4000069,4000013,1.9000000000000001
7000052,1000240,5000570,2021/01/13 19:42:47,2021/01/13 19:50:47,4000051,4000069,0.8
7000053,1000194,5000462,2020/12/13 08:03:48,2020/12/13 08:25:48,4000013,4000061,2.2
7000054,1000782,5000633,2020/12/12 18:00:49,2020/12/12 18:10:49,4000020,4000062,1.0
7000055,1000725,5000936,2020/12/02 23:42:38,2020/12/03 00:12:38,4000059,4000002,3.0
7000056,1000205,5000649,2021/01/23 09:09:05,2021/01/23 09:33:05,4000055,4000099,2.4000000000000004
7000057,1000307,5000784,2020/12/11 21:44:34,2020/12/11 22:09:34,4000081,4000054,2.5
7000058,1000527,5000896,2021/01/04 13:03:24,2021/01/04 13:08:24,4000098,4000043,0.5
7000059,1000428,5000443,2020/12/29 23:10:41,2020/12/29 23:23:41,4000019,4000085,1.3
7000060,1000637,5000848,2020/12/29 00:51:46,2020/12/29 01:09:46,4000035,4000049,1.8
7000061,1000958,5000629,2021/02/07 08:47:04,2021/02/07 09:16:04,4000096,4000093,2.9000000000000004
7000062,1000147,5000205,2020/12/08 04:26:32,2020/12/08 04:40:32,4000012,4000067,1.4000000000000001
7000063,1000599,5000469,2021/02/19 23:41:09,2021/02/20 00:07:09,4000038,4000037,2.6
7000064,1000567,5000358,2021/02/19 18:47:49,2021/02/19 19:01:49,4000050,4000017,1.4000000000000001
7000065,1000121,5000734,2021/01/12 10:42:14,2021/01/12 11:05:14,4000046,4000007,2.3000000000000003
7000066,1000785,5000248,2021/02/20 11:14:47,2021/02/20 11:30:47,4000048,4000099,1.6
7000067,1000771,5000294,2020/12/22 08:19:07,2020/12/22 08:28:07,4000065,4000011,0.9
7000068,1000692,5000726,2020/12/30 05:40:06,2020/12/30 05:56:06,4000085,4000028,1.6
7000069,1000723,5000260,2021/01/12 05:30:16,2021/01/12 05:42:16,4000072,4000044,1.2000000000000002
7000070,1000055,5000088,2020/12/12 04:04:45,2020/12/12 04:17:45,4000057,4000038,1.3
7000071,1000323,5000683,2020/12/15 11:02:35,2020/12/15 11:31:35,4000099,4000083,2.9000000000000004
7000072,1000733,5000118,2021/01/24 17:02:24,2021/01/24 17:27:24,4000016,4000048,2.5
7000073,1000008,5000067,2021/02/10 05:18:51,,4000030,,
7000074,1000394,5000274,2021/01/22 20:44:46,2021/01/22 20:57:46,4000015,4000049,1.3
7000075,1000118,5000822,2021/01/03 13:25:23,2021/01/03 13:44:23,4000002,4000083,1.9000000000000001
7000076,1000617,5000478,2021/01/30 14:03:01,2021/01/30 14:15:01,4000005,4000024,1.2000000000000002
7000077,1000671,5000639,2021/01/21 06:21:49,2021/01/21 06:29:49,4000059,4000049,0.8
7000078,1000963,5000702,2020/12/04 16:12:44,2020/12/04 16:27:44,4000090,4000059,1.5
7000079,1000303,5000344,2020/12/12 01:54:27,2020/12/12 02:13:27,4000073,4000004,1.9000000000000001
7000080,1000320,5000757,2021/01/11 06:39:47,2021/01/11 07:02:47,4000002,4000095,2.3000000000000003
7000081,1000711,5000105,2021/01/02 02:36:47,2021/01/02 02:49:47,4000040,4000058,1.3
7000082,1000531,5000036,2021/02/11 17:19:13,2021/02/11 17:36:13,4000068,4000027,1.7000000000000002
7000083,1000072,5000502,2020/12/19 19:44:11,2020/12/19 20:13:11,4000074,4000005,2.9000000000000004
7000084,1000135,5000993,2020/12/25 23:08:41,2020/12/25 23:19:41,4000094,4000024,1.1
7000085,1000202,5000050,2021/01/19 17:40:30,2021/01/19 17:54:30,4000020,4000093,1.4000000000000001
7000086,1000463,5000455,2021/01/23 13:12:47,2021/01/23 13:30:47,4000009,4000085,1.8
7000087,1000133,5000180,2021/02/17 06:44:25,2021/02/17 06:57:25,4000032,4000020,1.3
7000088,1000290,5000950,2021/01/24 14:42:17,2021/01/24 15:03:17,4000094,4000077,2.1
7000089,1000750,5000435,2021/02/20 19:07:31,2021/02/20 19:13:31,4000035,4000016,0.6000000000000001
7000090,1000565,5000052,2020/12/26 15:32:35,2020/12/26 15:47:35,4000090,4000002,1.5
7000091,1000586,5000853,2021/02/02 18:01:07,2021/02/02 18:17:07,4000037,4000044,1.6
7000092,1000785,5000428,2021/02/07 19:18:37,2021/02/07 19:27:37,4000024,4000044,0.9
7000093,1000672,5000835,2020/12/11 03:58:46,2020/12/11 04:14:46,4000026,4000017,1.6
7000094,1000665,5000322,2020/12/25 05:23:41,2020/12/25 05:44:41,4000023,4000063,2.1
7000095,1000146,5000674,2021/01/06 07:40:54,2021/01/06 07:51:54,4000004,4000089,1.1
7000096,1000401,5000324,2021/01/05 01:26:58,2021/01/05 01:38:58,4000062,4000013,1.2000000000000002
7000097,1000062,5000909,2021/02/01 18:23:33,2021/02/01 18:36:33,4000047,4000009,1.3
7000098,1000859,5000220,2020/12/30 22:13:20,2020/12/30 22:38:20,4000047,4000000,2.5
7000099,1000216,5000552,2021/02/02 02:09:00,2021/02/02 02:39:00,4000069,4000039,3.0
7000100,1000458,5000893,2020/12/29 08:02:15,2020/12/29 08:32:15,4000057,4000054,3.0
7000101,1000591,5000055,2020/12/04 13:16:19,2020/12/04 13:24:19,4000070,4000072,0.8
7000102,1000728,5000410,2021/01/28 00:15:17,2021/01/28 00:26:17,4000026,4000092,1.1
7000103,1000410,5000934,2021/02/06 05:15:15,2021/02/06 05:36:15,4000061,4000076,2.1
7000104,1000273,5000161,2021/02/09 09:59:57,2021/02/09 10:08:57,4000070,4000086,0.9
7000105,1000063,5000539,2020/12/29 17:46:36,2020/12/29 17:58:36,4000063,4000003,1.2000000000000002
7000106,1000390,5000109,2020/12/03 12:43:14,2020/12/03 12:53:14,4000050,4000037,1.0
7000107,1000943,5000237,2021/01/04 07:42:11,2021/01/04 08:05:11,4000061,4000026,2.3000000000000003
7000108,1000699,5000045,2021/01/22 00:40:40,2021/01/22 00:51:40,4000096,4000040,1.1
7000109,1000808,5000297,2020/12/01 22:26:37,2020/12/01 22:32:37,4000081,4000093,0.6000000000000001
7000110,1000206,5000384,2021/02/15 12:36:07,2021/02/15 12:45:07,4000011,4000091,0.9
7000111,1000960,5000044,2021/01/25 17:08:23,2021/01/25 17:23:23,4000039,4000023,1.5
7000112,1000658,5000036,2021/02/10 02:05:48,2021/02/10 02:16:48,4000018,4000056,1.1
7000113,1000436,5000040,2020/12/31 04:19:46,2020/12/31 04:47:46,4000000,4000005,2.8000000000000003
7000114,1000511,5000022,2021/01/25 18:34:03,2021/01/25 19:02:03,4000044,4000057,2.8000000000000003
7000115,1000255,5000156,2020/12/11 06:29:45,2020/12/11 06:54:45,4000017,4000021,2.5
7000116,1000935,5000622,2020/12/01 07:00:36,2020/12/01 07:15:36,4000048,4000057,1.5
7000117,1000658,5000672,2021/02/14 18:24:23,2021/02/14 18:44:23,4000066,4000020,2.0
7000118,1000062,5000052,2020/12/29 07:38:39,2020/12/29 07:45:39,4000041,4000014,0.7000000000000001
7000119,1000886,5000727,2021/01/20 02:04:36,2021/01/20 02:27:36,4000090,4000012,2.3000000000000003
7000120,1000147,5000523,2020/12/14 04:59:43,2020/12/14 05:19:43,4000087,4000036,2.0
7000121,1000947,5000265,2020/12/11 03:31:53,2020/12/11 03:40:53,4000070,4000070,0.9
7000122,1000677,5000267,2021/01/27 23:08:27,2021/01/27 23:15:27,4000043,4000012,0.7000000000000001
7000123,1000991,5000295,2021/01/31 13:08:32,2021/01/31 13:36:32,4000057,4000006,2.8000000000000003
7000124,1000623,5000774,2021/01/26 13:47:02,2021/01/26 14:14:02,4000083,4000048,2.7
7000125,1000771,5000466,2021/01/22 22:47:25,2021/01/22 22:58:25,4000015,4000039,1.1
7000126,1000022,5000874,2021/01/03 20:01:14,2021/01/03 20:24:14,4000084,4000066,2.3000000000000003
7000127,1000423,5000252,2021/01/09 02:50:04,2021/01/09 03:18:04,4000079,4000092,2.8000000000000003
7000128,1000157,5000701,2021/02/01 18:31:54,2021/02/01 18:42:54,4000074,4000062,1.1
7000129,1000486,5000734,2021/01/16 17:02:43,2021/01/16 17:21:43,4000020,4000065,1.9000000000000001
7000130,1000628,5000721,2021/01/19 00:51:35,2021/01/19 01:00:35,4000031,4000099,0.9
7000131,1000219,5000097,2021/02/15 14:56:35,2021/02/15 15:17:35,4000006,4000005,2.1
7000132,1000550,5000113,2020/12/23 22:50:31,2020/12/23 23:15:31,4000072,4000050,2.5
7000133,1000380,5000984,2021/02/19 14:58:08,2021/02/19 15:11:08,4000069,4000059,1.3
7000134,1000789,5000023,2021/01/08 11:11:08,2021/01/08 11:18:08,4000089,4000098,0.7000000000000001
7000135,1000071,5000730,2021/01/15 13:37:49,2021/01/15 13:43:49,4000044,4000060,0.6000000000000001
7000136,1000311,5000519,2021/01/14 12:20:40,2021/01/14 12:38:40,4000021,4000026,1.8
7000137,1000555,5000683,2020/12/19 20:20:10,2020/12/19 20:26:10,4000060,4000058,0.6000000000000001
7000138,1000376,5000418,2020/12/24 19:20:11,2020/12/24 19:34:11,4000083,4000079,1.4000000000000001
7000139,1000701,5000559,2020/12/28 14:09:50,2020/12/28 14:25:50,4000015,4000007,1.6
7000140,1000281,5000512,2021/02/12 19:16:44,2021/02/12 19:21:44,4000038,4000018,0.5
7000141,1000502,5000250,2020/12/03 04:00:35,2020/12/03 04:14:35,4000086,4000071,1.4000000000000001
7000142,1000355,5000836,2021/01/22 11:21:28,2021/01/22 11:49:28,4000090,4000071,2.8000000000000003
7000143,1000606,5000403,2021/02/17 07:10:14,2021/02/17 07:35:14,4000069,4000089,2.5
7000144,1000623,5000723,2020/12/13 01:12:04,2020/12/13 01:25:04,4000038,4000033,1.3
7000145,1000059,5000627,2020/12/14 19:08:16,2020/12/14 19:19:16,4000036,4000040,1.1
7000146,1000165,5000234,2021/02/03 16:51:02,2021/02/03 16:57:02,4000072,4000054,0.6000000000000001
7000147,1000003,5000160,2021/01/20 12:08:32,,4000090,,
7000148,1000495,5000673,2021/01/22 04:59:52,2021/01/22 05:14:52,4000077,4000004,1.5
7000149,1000530,5000872,2020/12/18 00:11:55,2020/12/18 00:24:55,4000012,4000061,1.3
7000150,1000605,5000122,2020/12/02 22:12:13,2020/12/02 22:29:13,4000085,4000022,1.7000000000000002
7000151,1000818,5000454,2021/01/07 22:39:42,2021/01/07 22:44:42,4000066,4000082,0.5
7000152,1000608,5000543,2021/01/04 14:13:45,2021/01/04 14:24:45,4000012,4000049,1.1
7000153,1000109,5000656,2021/02/01 17:32:32,2021/02/01 17:45:32,4000035,4000073,1.3
7000154,1000160,5000807,2021/01/19 01:29:12,2021/01/19 01:55:12,4000007,4000035,2.6
7000155,1000474,5000596,2021/02/06 00:07:13,2021/02/06 00:34:13,4000027,4000030,2.7
7000156,1000227,5000313,2020/12/26 01:14:19,2020/12/26 01:30:19,4000035,4000019,1.6
7000157,1000706,5000345,2021/01/17 02:13:38,2021/01/17 02:30:38,4000034,4000001,1.7000000000000002
7000158,1000896,5000360,2021/02/16 01:22:32,2021/02/16 01:34:32,4000059,4000042,1.2000000000000002
7000159,1000674,5000982,2021/02/20 12:01:56,2021/02/20 12:09:56,4000040,4000043,0.8
7000160,1000495,5000222,2020/12/26 12:35:16,2020/12/26 12:42:16,4000036,4000080,0.7000000000000001
7000161,1000420,5000434,2021/02/01 02:28:31,2021/02/01 02:48:31,4000095,4000063,2.0
7000162,1000406,5000526,2021/02/14 22:47:02,2021/02/14 23:06:02,4000095,4000092,1.9000000000000001
7000163,1000910,5000696,2020/12/25 05:32:24,2020/12/25 06:01:24,4000028,4000045,2.9000000000000004
7000164,1000294,5000061,2021/01/16 21:55:28,2021/01/16 22:25:28,4000015,4000033,3.0
7000165,1000260,5000214,2021/01/13 00:59:12,2021/01/13 01:25:12,4000088,4000015,2.6
7000166,1000250,5000083,2021/01/17 02:30:25,2021/01/17 02:59:25,4000005,4000025,2.9000000000000004
7000167,1000977,5000361,2020/12/08 07:06:20,2020/12/08 07:35:20,4000095,4000077,2.9000000000000004
7000168,1000367,5000984,2020/12/17 13:31:19,2020/12/17 13:52:19,4000000,4000072,2.1
7000169,1000377,5000277,2021/01/27 01:01:41,2021/01/27 01:23:41,4000084,4000085,2.2
7000170,1000540,5000979,2021/01/27 18:45:09,2021/01/27 18:53:09,4000081,4000091,0.8
7000171,1000930,5000594,2021/02/09 06:40:06,2021/02/09 06:50:06,4000011,4000051,1.0
7000172,1000099,5000536,2020/12/02 08:23:45,2020/12/02 08:48:45,4000022,4000080,2.5
7000173,1000151,5000612,2021/01/15 05:04:05,2021/01/15 05:20:05,4000044,4000021,1.6
7000174,1000366,5000031,2020/12/20 14:30:14,2020/12/20 14:51:14,4000006,4000093,2.1
7000175,1000701,5000884,2021/01/27 08:21:24,2021/01/27 08:50:24,4000055,4000016,2.9000000000000004
7000176,1000978,5000033,2021/01/18 11:29:28,2021/01/18 11:55:28,4000077,4000048,2.6
7000177,1000396,5000309,2021/02/09 22:25:18,2021/02/09 22:45:18,4000035,4000082,2.0
7000178,1000092,5000482,2021/01/24 03:45:58,2021/01/24 04:00:58,4000027,4000076,1.5
7000179,1000889,5000388,2021/01/07 22:06:25,2021/01/07 22:29:25,4000009,4000066,2.3000000000000003
7000180,1000674,5000785,2021/02/18 19:58:28,2021/02/18 20:28:28,4000010,4000082,3.0
7000181,1000574,5000871,2021/02/07 18:12:33,2021/02/07 18:29:33,4000053,4000004,1.7000000000000002
7000182,1000507,5000060,2021/01/30 08:14:52,2021/01/30 08:43:52,4000002,4000094,2.9000000000000004
7000183,1000877,5000470,2021/02/12 13:54:14,2021/02/12 14:04:14,4000043,4000024,1.0
7000184,1000942,5000395,2021/02/11 12:20:55,2021/02/11 12:26:55,4000026,4000073,0.6000000000000001
7000185,1000732,5000982,2020/12/15 20:38:51,2020/12/15 20:50:51,4000077,4000043,1.2000000000000002
7000186,1000467,5000686,2021/01/07 17:16:44,2021/01/07 17:37:44,4000026,4000019,2.1
7000187,1000590,5000068,2021/01/08 08:07:08,2021/01/08 08:30:08,4000034,4000061,2.3000000000000003
7000188,1000081,5000396,2020/12/28 07:13:45,2020/12/28 07:31:45,4000093,4000095,1.8
7000189,1000539,5000940,2020/12/03 17:56:13,2020/12/03 18:19:13,4000060,4000017,2.3000000000000003
7000190,1000687,5000011,2021/02/02 02:25:43,2021/02/02 02:54:43,4000044,4000074,2.9000000000000004
7000191,1000257,5000805,2020/12/25 12:56:15,2020/12/25 13:22:15,4000091,4000034,2.6
7000192,1000960,5000739,2021/02/05 17:25:18,2021/02/05 17:44:18,4000049,4000068,1.9000000000000001
7000193,1000156,5000565,2020/12/03 18:25:25,2020/12/03 18:48:25,4000030,4000063,2.3000000000000003
7000194,1000534,5000891,2020/12/03 03:55:10,2020/12/03 04:03:10,4000080,4000033,0.8
7000195,1000771,5000863,2021/01/03 09:09:47,2021/01/03 09:20:47,4000048,4000079,1.1
7000196,1000487,5000336,2020/12/17 17:30:46,2020/12/17 17:53:46,4000037,4000001,2.3000000000000003
7000197,1000549,5000743,2021/01/03 06:03:53,2021/01/03 06:16:53,4000049,4000040,1.3
7000198,1000641,5000785,2021/01/01 16:06:40,2021/01/01 16:21:40,4000047,4000086,1.5
7000199,1000973,5000397,2021/02/01 09:10:48,2021/02/01 09:37:48,4000004,4000019,2.7
7000200,1000606,5000348,2021/02/09 06:17:52,2021/02/09 06:38:52,4000047,4000063,2.1
7000201,1000887,5000234,2020/12/27 05:53:34,2020/12/27 06:13:34,4000066,4000089,2.0
7000202,1000773,5000213,2020/12/03 00:24:25,2020/12/03 00:50:25,4000062,4000075,2.6
7000203,1000528,5000409,2020/12/09 03:23:43,2020/12/09 03:28:43,4000023,4000013,0.5
7000204,1000006,5000390,2021/01/23 10:32:51,2021/01/23 10:43:51,4000034,4000012,1.1
7000205,1000384,5000353,2021/01/25 15:56:27,2021/01/25 16:25:27,4000017,4000076,2.9000000000000004
7000206,1000199,5000719,2021/02/15 12:07:00,2021/02/15 12:28:00,4000085,4000020,2.1
7000207,1000883,5000630,2020/12/19 02:16:38,2020/12/19 02:27:38,4000042,4000067,1.1
7000208,1000618,5000909,2021/01/14 05:05:06,2021/01/14 05:32:06,4000057,4000062,2.7
7000209,1000326,5000285,2021/01/18 12:17:31,2021/01/18 12:46:31,4000096,4000051,2.9000000000000004
7000210,1000837,5000897,2020/12/06 07:27:22,2020/12/06 07:45:22,4000004,4000035,1.8
7000211,1000634,5000709,2021/01/21 19:46:01,2021/01/21 20:14:01,4000058,4000068,2.8000000000000003
7000212,1000411,5000422,2021/01/25 14:30:20,2021/01/25 14:48:20,4000077,4000064,1.8
7000213,1000363,5000666,2021/02/19 14:08:58,2021/02/19 14:13:58,4000093,4000023,0.5
7000214,1000573,5000943,2020/12/28 06:47:54,2020/12/28 07:17:54,4000001,4000055,3.0
7000215,1000998,5000165,2020/12/16 17:06:47,2020/12/16 17:30:47,4000043,4000011,2.4000000000000004
7000216,1000521,5000852,2020/12/14 20:15:37,2020/12/14 20:31:37,4000041,4000036,1.6
7000217,1000176,5000220,2020/12/13 07:24:18,2020/12/13 07:32:18,4000059,4000059,0.8
7000218,1000158,5000788,2021/02/11 05:23:12,2021/02/11 05:30:12,4000064,4000009,0.7000000000000001
7000219,1000524,5000357,2021/01/15 14:08:03,2021/01/15 14:27:03,4000059,4000058,1.9000000000000001
7000220,1000998,5000009,2021/01/09 17:10:12,2021/01/09 17:21:12,4000043,4000031,1.1
7000221,1000290,5000218,2020/12/03 17:34:23,2020/12/03 17:59:23,4000073,4000021,2.5
7000222,1000461,5000693,2020/12/13 16:51:12,2020/12/13 17:06:12,4000049,4000060,1.5
7000223,1000176,5000514,2021/02/17 12:25:15,2021/02/17 12:44:15,4000059,4000099,1.9000000000000001
7000224,1000176,5000729,2021/02/09 06:17:33,2021/02/09 06:28:33,4000067,4000026,1.1
7000225,1000678,5000252,2020/12/24 07:10:37,2020/12/24 07:34:37,4000034,4000028,2.4000000000000004
7000226,1000349,5000577,2021/01/01 03:47:05,2021/01/01 04:12:05,4000029,4000024,2.5
7000227,1000146,5000464,2021/01/26 04:34:02,2021/01/26 04:45:02,4000013,4000017,1.1
7000228,1000481,5000363,2021/01/22 02:34:39,2021/01/22 02:58:39,4000063,4000042,2.4000000000000004
7000229,1000006,5000946,2021/02/18 10:14:21,,4000058,,
7000230,1000904,5000546,2021/02/12 08:15:26,2021/02/12 08:31:26,4000004,4000073,1.6
7000231,1000125,5000273,2020/12/04 22:38:34,2020/12/04 22:48:34,4000004,4000053,1.0
7000232,1000089,5000659,2021/02/06 07:27:05,2021/02/06 07:41:05,4000095,4000098,1.4000000000000001
7000233,1000880,5000204,2020/12/02 11:55:28,2020/12/02 12:18:28,4000071,4000063,2.3000000000000003
7000234,1000404,5000123,2020/12/27 20:51:51,2020/12/27 21:01:51,4000044,4000093,1.0
7000235,1000521,5000086,2021/01/07 02:47:19,2021/01/07 03:17:19,4000062,4000034,3.0
7000236,1000349,5000914,2020/12/26 08:41:55,2020/12/26 09:09:55,4000078,4000003,2.8000000000000003
7000237,1000892,5000046,2021/02/01 23:33:54,2021/02/01 23:52:54,4000049,4000085,1.9000000000000001
7000238,1000138,5000986,2020/12/06 21:47:40,2020/12/06 22:04:40,4000097,4000004,1.7000000000000002
7000239,1000442,5000037,2021/01/18 21:36:42,2021/01/18 21:43:42,4000041,4000051,0.7000000000000001
7000240,1000712,5000247,2021/02/12 05:52:33,2021/02/12 06:20:33,4000036,4000007,2.8000000000000003
7000241,1000769,5000095,2021/01/09 19:41:34,2021/01/09 19:46:34,4000027,4000068,0.5
7000242,1000181,5000173,2021/02/01 16:51:03,2021/02/01 17:02:03,4000020,4000095,1.1
7000243,1000778,5000946,2020/12/20 20:59:11,2020/12/20 21:09:11,4000004,4000004,1.0
7000244,1000333,5000749,2021/02/18 15:58:54,2021/02/18 16:21:54,4000026,4000018,2.3000000000000003
7000245,1000284,5000220,2020/12/24 09:40:20,2020/12/24 10:04:20,4000005,4000094,2.4000000000000004
7000246,1000847,5000232,2021/02/15 16:46:52,2021/02/15 17:09:52,4000035,4000012,2.3000000000000003
7000247,1000686,5000519,2021/01/27 18:17:57,2021/01/27 18:47:57,4000001,4000067,3.0
7000248,1000760,5000585,2020/12/20 09:58:13,2020/12/20 10:08:13,4000033,4000019,1.0
7000249,1000025,5000541,2020/12/13 16:27:53,2020/12/13 16:39:53,4000080,4000071,1.2000000000000002
7000250,1000728,5000368,2020/12/23 11:54:34,2020/12/23 12:03:34,4000050,4000034,0.9
7000251,1000143,5000335,2021/02/09 23:58:18,2021/02/10 00:11:18,4000052,4000071,1.3
7000252,1000839,5000086,2021/01/06 07:37:48,2021/01/06 07:45:48,4000011,4000089,0.8
7000253,1000627,5000275,2021/02/08 04:52:21,2021/02/08 05:15:21,4000031,4000076,2.3000000000000003
7000254,1000086,5000627,2021/02/10 06:18:10,2021/02/10 06:28:10,4000099,4000074,1.0
7000255,1000308,5000918,2021/02/09 02:27:38,2021/02/09 02:38:38,4000096,4000015,1.1
7000256,1000625,5000186,2021/01/31 01:55:19,2021/01/31 02:07:19,4000026,4000089,1.2000000000000002
7000257,1000423,5000449,2021/01/14 16:48:07,2021/01/14 17:17:07,4000099,4000053,2.9000000000000004
7000258,1000175,5000423,2021/01/11 12:26:44,2021/01/11 12:33:44,4000092,4000016,0.7000000000000001
7000259,1000445,5000135,2020/12/27 14:43:52,2020/12/27 14:52:52,4000024,4000081,0.9
7000260,1000032,5000795,2021/01/11 14:16:05,2021/01/11 14:44:05,4000000,4000051,2.8000000000000003
7000261,1000483,5000077,2021/02/07 03:22:43,2021/02/07 03:29:43,4000077,4000088,0.7000000000000001
7000262,1000077,5000415,2020/12/24 16:13:01,2020/12/24 16:34:01,4000002,4000048,2.1
7000263,1000304,5000553,2021/01/20 04:02:43,2021/01/20 04:21:43,4000004,4000029,1.9000000000000001
7000264,1000961,5000965,2021/01/17 01:28:31,2021/01/17 01:55:31,4000084,4000027,2.7
7000265,1000794,5000852,2020/12/15 10:42:51,2020/12/15 10:53:51,4000033,4000009,1.1
7000266,1000918,5000607,2021/01/06 09:27:16,2021/01/06 09:47:16,4000093,4000040,2.0
7000267,1000137,5000569,2020/12/25 19:15:46,2020/12/25 19:40:46,4000087,4000005,2.5
7000268,1000912,5000245,2020/12/22 09:17:38,2020/12/22 09:24:38,4000005,4000055,0.7000000000000001
